Symbol,Name,Label
RGS,Regis Corporation,Regis Corporation (RGS)
RH,RH,RH (RH)
RHI,Robert Half International Inc.,Robert Half International Inc. (RHI)
RHP,"Ryman Hospitality Properties, Inc.","Ryman Hospitality Properties, Inc. (RHP)"
RHT,"Red Hat, Inc.","Red Hat, Inc. (RHT)"
RIG,Transocean Ltd.,Transocean Ltd. (RIG)
RIGL,"Rigel Pharmaceuticals, Inc.","Rigel Pharmaceuticals, Inc. (RIGL)"
RJET,,RJET
RJF,"Raymond James Financial, Inc.","Raymond James Financial, Inc. (RJF)"
RKT,,RKT
RKUS,,RKUS
RL,Ralph Lauren Corporation,Ralph Lauren Corporation (RL)
RLD,,RLD
RLGY,Realogy Holdings Corp.,Realogy Holdings Corp. (RLGY)
RLI,RLI Corp.,RLI Corp. (RLI)
RLJ,RLJ Lodging Trust,RLJ Lodging Trust (RLJ)
RLOC,,RLOC
RLYP,,RLYP
RM,Regional Management Corp.,Regional Management Corp. (RM)
RMAX,"RE/MAX Holdings, Inc.","RE/MAX Holdings, Inc. (RMAX)"
RMBS,"Rambus, Inc.","Rambus, Inc. (RMBS)"
RMD,ResMed Inc.,ResMed Inc. (RMD)
RMTI,"Rockwell Medical, Inc.","Rockwell Medical, Inc. (RMTI)"
RNDY,,RNDY
RNET,"RigNet, Inc.","RigNet, Inc. (RNET)"
RNG,"Ringcentral, Inc.","Ringcentral, Inc. (RNG)"
RNR,RenaissanceRe Holdings Ltd.,RenaissanceRe Holdings Ltd. (RNR)
RNST,Renasant Corporation,Renasant Corporation (RNST)
RNWK,"RealNetworks, Inc.","RealNetworks, Inc. (RNWK)"
ROC,,ROC
ROCK,"Gibraltar Industries, Inc.","Gibraltar Industries, Inc. (ROCK)"
ROG,Rogers Corporation,Rogers Corporation (ROG)
ROIAK,,ROIAK
ROIC,Retail Opportunity Investments Corp.,Retail Opportunity Investments Corp. (ROIC)
ROK,"Rockwell Automation, Inc.","Rockwell Automation, Inc. (ROK)"
ROL,"Rollins, Inc.","Rollins, Inc. (ROL)"
ROLL,RBC Bearings Incorporated,RBC Bearings Incorporated (ROLL)
ROP,"Roper Technologies, Inc.","Roper Technologies, Inc. (ROP)"
ROSE,Rosehill Resources Inc.,Rosehill Resources Inc. (ROSE)
ROST,"Ross Stores, Inc.","Ross Stores, Inc. (ROST)"
ROVI,,ROVI
RP,"RealPage, Inc.","RealPage, Inc. (RP)"
RPAI,"Retail Properties of America, Inc.","Retail Properties of America, Inc. (RPAI)"
RPM,RPM International Inc.,RPM International Inc. (RPM)
RPRX,,RPRX
RPT,Ramco-Gershenson Properties Trust,Ramco-Gershenson Properties Trust (RPT)
RPTP,,RPTP
RPXC,,RPXC
RRC,Range Resources Corporation,Range Resources Corporation (RRC)
RRD,R.R. Donnelley & Sons Company,R.R. Donnelley & Sons Company (RRD)
RRGB,"Red Robin Gourmet Burgers, Inc.","Red Robin Gourmet Burgers, Inc. (RRGB)"
RRTS,"Roadrunner Transportation Systems, Inc","Roadrunner Transportation Systems, Inc (RRTS)"
RS,Reliance Steel & Aluminum Co.,Reliance Steel & Aluminum Co. (RS)
RSE,,RSE
RSG,"Republic Services, Inc.","Republic Services, Inc. (RSG)"
RSH,,RSH
RSO,,RSO
RSPP,,RSPP
RST,Rosetta Stone,Rosetta Stone (RST)
RSTI,,RSTI
RSYS,RadiSys Corporation,RadiSys Corporation (RSYS)
RT,,RT
RTEC,"Rudolph Technologies, Inc.","Rudolph Technologies, Inc. (RTEC)"
RTI,,RTI
RTIX,"RTI Surgical, Inc.","RTI Surgical, Inc. (RTIX)"
RTK,,RTK
RTN,Raytheon Company,Raytheon Company (RTN)
RTRX,"Retrophin, Inc.","Retrophin, Inc. (RTRX)"
RUBI,"The Rubicon Project, Inc.","The Rubicon Project, Inc. (RUBI)"
RUSHA,"Rush Enterprises, Inc.","Rush Enterprises, Inc. (RUSHA)"
RUTH,"Ruth's Hospitality Group, Inc.","Ruth's Hospitality Group, Inc. (RUTH)"
RVBD,,RVBD
RVLT,"Revolution Lighting Technologies, Inc.","Revolution Lighting Technologies, Inc. (RVLT)"
RVNC,"Revance Therapeutics, Inc.","Revance Therapeutics, Inc. (RVNC)"
RWT,"Redwood Trust, Inc.","Redwood Trust, Inc. (RWT)"
RXN,Rexnord Corporation,Rexnord Corporation (RXN)
RYL,,RYL
RYN,Rayonier Inc.,Rayonier Inc. (RYN)
S,Sprint Corporation,Sprint Corporation (S)
SAAS,,SAAS
SAFM,"Sanderson Farms, Inc.","Sanderson Farms, Inc. (SAFM)"
SAFT,"Safety Insurance Group, Inc.","Safety Insurance Group, Inc. (SAFT)"
SAH,"Sonic Automotive, Inc.","Sonic Automotive, Inc. (SAH)"
SAIA,"Saia, Inc.","Saia, Inc. (SAIA)"
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION (SAIC)
SALE,,SALE
SALM,"Salem Media Group, Inc.","Salem Media Group, Inc. (SALM)"
SALT,Scorpio Bulkers Inc.,Scorpio Bulkers Inc. (SALT)
SAM,"Boston Beer Company, Inc. (The)","Boston Beer Company, Inc. (The) (SAM)"
SAMG,Silvercrest Asset Management Group Inc.,Silvercrest Asset Management Group Inc. (SAMG)
SANM,Sanmina Corporation,Sanmina Corporation (SANM)
SAPE,,SAPE
SASR,"Sandy Spring Bancorp, Inc.","Sandy Spring Bancorp, Inc. (SASR)"
SATS,EchoStar Corporation,EchoStar Corporation (SATS)
SAVE,"Spirit Airlines, Inc.","Spirit Airlines, Inc. (SAVE)"
SB,"Safe Bulkers, Inc","Safe Bulkers, Inc (SB)"
SBAC,SBA Communications Corporation,SBA Communications Corporation (SBAC)
SBCF,Seacoast Banking Corporation of Florida,Seacoast Banking Corporation of Florida (SBCF)
SBGI,"Sinclair Broadcast Group, Inc.","Sinclair Broadcast Group, Inc. (SBGI)"
SBH,"Sally Beauty Holdings, Inc.","Sally Beauty Holdings, Inc. (SBH)"
SBNY,Signature Bank,Signature Bank (SBNY)
SBRA,"Sabra Health Care REIT, Inc.","Sabra Health Care REIT, Inc. (SBRA)"
SBSI,"Southside Bancshares, Inc.","Southside Bancshares, Inc. (SBSI)"
SBUX,Starbucks Corporation,Starbucks Corporation (SBUX)
SBY,,SBY
SCAI,,SCAI
SCBT,,SCBT
SCCO,Southern Copper Corporation,Southern Copper Corporation (SCCO)
SCG,Scana Corporation,Scana Corporation (SCG)
SCHL,Scholastic Corporation,Scholastic Corporation (SCHL)
SCHN,"Schnitzer Steel Industries, Inc.","Schnitzer Steel Industries, Inc. (SCHN)"
SCHW,The Charles Schwab Corporation,The Charles Schwab Corporation (SCHW)
SCI,Service Corporation International,Service Corporation International (SCI)
SCL,Stepan Company,Stepan Company (SCL)
SCLN,,SCLN
SCM,Stellus Capital Investment Corporation,Stellus Capital Investment Corporation (SCM)
SCMP,,SCMP
SCOR,"comScore, Inc.","comScore, Inc. (SCOR)"
SCS,Steelcase Inc.,Steelcase Inc. (SCS)
SCSC,"ScanSource, Inc.","ScanSource, Inc. (SCSC)"
SCSS,,SCSS
SCTY,,SCTY
SCVL,"Shoe Carnival, Inc.","Shoe Carnival, Inc. (SCVL)"
SD,"SandRidge Energy, Inc.","SandRidge Energy, Inc. (SD)"
SDRL,Seadrill Limited,Seadrill Limited (SDRL)
SE,Sea Limited,Sea Limited (SE)
SEAC,"SeaChange International, Inc.","SeaChange International, Inc. (SEAC)"
SEAS,"SeaWorld Entertainment, Inc.","SeaWorld Entertainment, Inc. (SEAS)"
SEB,Seaboard Corporation,Seaboard Corporation (SEB)
SEE,Sealed Air Corporation,Sealed Air Corporation (SEE)
SEIC,SEI Investments Company,SEI Investments Company (SEIC)
SEM,Select Medical Holdings Corporation,Select Medical Holdings Corporation (SEM)
SEMG,Semgroup Corporation,Semgroup Corporation (SEMG)
SENEA,Seneca Foods Corp.,Seneca Foods Corp. (SENEA)
SF,Stifel Financial Corporation,Stifel Financial Corporation (SF)
SFBS,"ServisFirst Bancshares, Inc.","ServisFirst Bancshares, Inc. (SFBS)"
SFE,"Safeguard Scientifics, Inc.","Safeguard Scientifics, Inc. (SFE)"
SFG,,SFG
SFL,Ship Finance International Limited,Ship Finance International Limited (SFL)
SFLY,"Shutterfly, Inc.","Shutterfly, Inc. (SFLY)"
SFNC,Simmons First National Corporation,Simmons First National Corporation (SFNC)
SFXE,,SFXE
SFY,,SFY
SGA,"Saga Communications, Inc.","Saga Communications, Inc. (SGA)"
SGBK,,SGBK
SGEN,"Seattle Genetics, Inc.","Seattle Genetics, Inc. (SGEN)"
SGI,,SGI
SGK,,SGK
SGM,,SGM
SGMO,"Sangamo Therapeutics, Inc.","Sangamo Therapeutics, Inc. (SGMO)"
SGMS,Scientific Games Corp,Scientific Games Corp (SGMS)
SGNT,,SGNT
SGY,,SGY
SGYP,"Synergy Pharmaceuticals, Inc.","Synergy Pharmaceuticals, Inc. (SGYP)"
SHEN,Shenandoah Telecommunications Co,Shenandoah Telecommunications Co (SHEN)
SHLD,,SHLD
SHLM,,SHLM
SHLO,"Shiloh Industries, Inc.","Shiloh Industries, Inc. (SHLO)"
SHO,"Sunstone Hotel Investors, Inc.","Sunstone Hotel Investors, Inc. (SHO)"
SHOO,"Steven Madden, Ltd.","Steven Madden, Ltd. (SHOO)"
SHOR,,SHOR
SHOS,"Sears Hometown and Outlet Stores, Inc.","Sears Hometown and Outlet Stores, Inc. (SHOS)"
SHW,Sherwin-Williams Company (The),Sherwin-Williams Company (The) (SHW)
SIAL,,SIAL
SIF,"SIFCO Industries, Inc.","SIFCO Industries, Inc. (SIF)"
SIG,Signet Jewelers Limited,Signet Jewelers Limited (SIG)
SIGA,SIGA Technologies Inc.,SIGA Technologies Inc. (SIGA)
SIGI,"Selective Insurance Group, Inc.","Selective Insurance Group, Inc. (SIGI)"
SIGM,,SIGM
SIMG,,SIMG
SIR,Select Income REIT,Select Income REIT (SIR)
SIRI,Sirius XM Holdings Inc.,Sirius XM Holdings Inc. (SIRI)
SIRO,,SIRO
SIVB,SVB Financial Group,SVB Financial Group (SIVB)
SIX,Six Flags Entertainment Corporation New,Six Flags Entertainment Corporation New (SIX)
SJI,"South Jersey Industries, Inc.","South Jersey Industries, Inc. (SJI)"
SJM,J.M. Smucker Company (The),J.M. Smucker Company (The) (SJM)
SJW,SJW Group,SJW Group (SJW)
SKH,,SKH
SKT,"Tanger Factory Outlet Centers, Inc.","Tanger Factory Outlet Centers, Inc. (SKT)"
SKUL,,SKUL
SKX,"Skechers U.S.A., Inc.","Skechers U.S.A., Inc. (SKX)"
SKYW,"SkyWest, Inc.","SkyWest, Inc. (SKYW)"
SLAB,"Silicon Laboratories, Inc.","Silicon Laboratories, Inc. (SLAB)"
SLB,Schlumberger N.V.,Schlumberger N.V. (SLB)
SLCA,"U.S. Silica Holdings, Inc.","U.S. Silica Holdings, Inc. (SLCA)"
SLG,SL Green Realty Corp,SL Green Realty Corp (SLG)
SLGN,Silgan Holdings Inc.,Silgan Holdings Inc. (SLGN)
SLH,,SLH
SLM,SLM Corporation,SLM Corporation (SLM)
SLRC,Solar Capital Ltd.,Solar Capital Ltd. (SLRC)
SLXP,,SLXP
SM,SM Energy Company,SM Energy Company (SM)
SMA,,SMA
SMCI,,SMCI
SMG,Scotts Miracle-Gro Company (The),Scotts Miracle-Gro Company (The) (SMG)
SMP,"Standard Motor Products, Inc.","Standard Motor Products, Inc. (SMP)"
SMRT,"Stein Mart, Inc.","Stein Mart, Inc. (SMRT)"
SMTC,Semtech Corporation,Semtech Corporation (SMTC)
SN,Sanchez Energy Corporation,Sanchez Energy Corporation (SN)
SNA,Snap-On Incorporated,Snap-On Incorporated (SNA)
SNAK,,SNAK
SNBC,,SNBC
SNCR,"Synchronoss Technologies, Inc.","Synchronoss Technologies, Inc. (SNCR)"
SNDK,,SNDK
SNH,Senior Housing Properties Trust,Senior Housing Properties Trust (SNH)
SNHY,Sun Hydraulics Corporation,Sun Hydraulics Corporation (SNHY)
SNI,,SNI
SNMX,"Senomyx, Inc.","Senomyx, Inc. (SNMX)"
SNOW,,SNOW
SNPS,"Synopsys, Inc.","Synopsys, Inc. (SNPS)"
SNSS,"Sunesis Pharmaceuticals, Inc.","Sunesis Pharmaceuticals, Inc. (SNSS)"
SNTA,,SNTA
SNV,Synovus Financial Corp.,Synovus Financial Corp. (SNV)
SNX,Synnex Corporation,Synnex Corporation (SNX)
SO,Southern Company (The),Southern Company (The) (SO)
SON,Sonoco Products Company,Sonoco Products Company (SON)
SONC,Sonic Corp.,Sonic Corp. (SONC)
SONS,,SONS
SP,SP Plus Corporation,SP Plus Corporation (SP)
SPA,Sparton Corporation,Sparton Corporation (SPA)
SPAR,"Spartan Motors, Inc.","Spartan Motors, Inc. (SPAR)"
SPB,,SPB
SPDC,,SPDC
SPF,,SPF
SPG,"Simon Property Group, Inc.","Simon Property Group, Inc. (SPG)"
SPGI,S&P Global Inc.,S&P Global Inc. (SPGI)
SPLK,Splunk Inc.,Splunk Inc. (SPLK)
SPLS,,SPLS
SPN,"Superior Energy Services, Inc.","Superior Energy Services, Inc. (SPN)"
SPNC,,SPNC
SPNS,Sapiens International Corporation N.V.,Sapiens International Corporation N.V. (SPNS)
SPPI,"Spectrum Pharmaceuticals, Inc.","Spectrum Pharmaceuticals, Inc. (SPPI)"
SPR,"Spirit Aerosystems Holdings, Inc.","Spirit Aerosystems Holdings, Inc. (SPR)"
SPRT,"support.com, Inc.","support.com, Inc. (SPRT)"
SPSC,"SPS Commerce, Inc.","SPS Commerce, Inc. (SPSC)"
SPTN,SpartanNash Company,SpartanNash Company (SPTN)
SPW,,SPW
SPWH,"Sportsman's Warehouse Holdings, Inc.","Sportsman's Warehouse Holdings, Inc. (SPWH)"
SPWR,SunPower Corporation,SunPower Corporation (SPWR)
SQBG,"Sequential Brands Group, Inc.","Sequential Brands Group, Inc. (SQBG)"
SQBK,,SQBK
SQI,,SQI
SQNM,,SQNM
SRCE,1st Source Corporation,1st Source Corporation (SRCE)
SRCL,"Stericycle, Inc.","Stericycle, Inc. (SRCL)"
SRDX,"Surmodics, Inc.","Surmodics, Inc. (SRDX)"
SRE,Sempra Energy,Sempra Energy (SRE)
SREV,"ServiceSource International, Inc.","ServiceSource International, Inc. (SREV)"
SRI,"Stoneridge, Inc.","Stoneridge, Inc. (SRI)"
SRPT,"Sarepta Therapeutics, Inc.","Sarepta Therapeutics, Inc. (SRPT)"
SSD,"Simpson Manufacturing Company, Inc.","Simpson Manufacturing Company, Inc. (SSD)"
SSI,"Stage Stores, Inc.","Stage Stores, Inc. (SSI)"
SSNC,"SS&C Technologies Holdings, Inc.","SS&C Technologies Holdings, Inc. (SSNC)"
SSNI,,SSNI
SSP,E.W. Scripps Company (The),E.W. Scripps Company (The) (SSP)
SSS,,SSS
SSTK,"Shutterstock, Inc.","Shutterstock, Inc. (SSTK)"
SSYS,"Stratasys, Ltd.","Stratasys, Ltd. (SSYS)"
STAA,STAAR Surgical Company,STAAR Surgical Company (STAA)
STAG,"Stag Industrial, Inc.","Stag Industrial, Inc. (STAG)"
STAR,,STAR
STBA,"S&T Bancorp, Inc.","S&T Bancorp, Inc. (STBA)"
STBZ,State Bank Financial Corporation.,State Bank Financial Corporation. (STBZ)
STC,Stewart Information Services Corporation,Stewart Information Services Corporation (STC)
STCK,,STCK
STE,STERIS plc,STERIS plc (STE)
STFC,State Auto Financial Corporation,State Auto Financial Corporation (STFC)
STI,"SunTrust Banks, Inc.","SunTrust Banks, Inc. (STI)"
STJ,,STJ
STL,Sterling Bancorp,Sterling Bancorp (STL)
STLD,"Steel Dynamics, Inc.","Steel Dynamics, Inc. (STLD)"
STML,"Stemline Therapeutics, Inc.","Stemline Therapeutics, Inc. (STML)"
STMP,Stamps.com Inc.,Stamps.com Inc. (STMP)
STNG,Scorpio Tankers Inc.,Scorpio Tankers Inc. (STNG)
STNR,,STNR
STR,,STR
STRA,"Strategic Education, Inc.","Strategic Education, Inc. (STRA)"
STRL,Sterling Construction Company Inc,Sterling Construction Company Inc (STRL)
STRT,Strattec Security Corporation,Strattec Security Corporation (STRT)
STRZA,,STRZA
STSA,,STSA
STSI,,STSI
STT,State Street Corporation,State Street Corporation (STT)
STWD,"STARWOOD PROPERTY TRUST, INC.","STARWOOD PROPERTY TRUST, INC. (STWD)"
STX,Seagate Technology PLC,Seagate Technology PLC (STX)
STZ,Constellation Brands Inc,Constellation Brands Inc (STZ)
SUBK,,SUBK
SUI,"Sun Communities, Inc.","Sun Communities, Inc. (SUI)"
SUN,Sunoco LP,Sunoco LP (SUN)
SUNE,,SUNE
SUNS,Solar Senior Capital Ltd.,Solar Senior Capital Ltd. (SUNS)
SUP,"Superior Industries International, Inc.","Superior Industries International, Inc. (SUP)"
SUPN,"Supernus Pharmaceuticals, Inc.","Supernus Pharmaceuticals, Inc. (SUPN)"
SUPX,,SUPX
SUSQ,,SUSQ
SUSS,,SUSS
SVU,,SVU
SVVC,"Firsthand Technology Value Fund, Inc.","Firsthand Technology Value Fund, Inc. (SVVC)"
SWAY,,SWAY
SWC,,SWC
SWFT,,SWFT
SWHC,,SWHC
SWI,SolarWinds Corporation,SolarWinds Corporation (SWI)
SWK,"Stanley Black & Decker, Inc.","Stanley Black & Decker, Inc. (SWK)"
SWKS,"Skyworks Solutions, Inc.","Skyworks Solutions, Inc. (SWKS)"
SWM,"Schweitzer-Mauduit International, Inc.","Schweitzer-Mauduit International, Inc. (SWM)"
SWN,Southwestern Energy Company,Southwestern Energy Company (SWN)
SWS,,SWS
SWSH,,SWSH
SWX,"Southwest Gas Holdings, Inc.","Southwest Gas Holdings, Inc. (SWX)"
SWY,,SWY
SXC,"SunCoke Energy, Inc.","SunCoke Energy, Inc. (SXC)"
SXI,Standex International Corporation,Standex International Corporation (SXI)
SXT,Sensient Technologies Corporation,Sensient Technologies Corporation (SXT)
SYA,,SYA
SYBT,"Stock Yards Bancorp, Inc.","Stock Yards Bancorp, Inc. (SYBT)"
SYF,Synchrony Financial,Synchrony Financial (SYF)
SYK,Stryker Corporation,Stryker Corporation (SYK)
SYKE,"Sykes Enterprises, Incorporated","Sykes Enterprises, Incorporated (SYKE)"
SYMC,Symantec Corporation,Symantec Corporation (SYMC)
SYNA,Synaptics Incorporated,Synaptics Incorporated (SYNA)
SYNT,,SYNT
SYRG,,SYRG
SYUT,,SYUT
SYX,Systemax Inc.,Systemax Inc. (SYX)
SYY,Sysco Corporation,Sysco Corporation (SYY)
SZMK,,SZMK
SZYM,,SZYM
T,AT&T Inc.,AT&T Inc. (T)
TAHO,"Tahoe Resources, Inc.","Tahoe Resources, Inc. (TAHO)"
TAL,TAL Education Group,TAL Education Group (TAL)
TAM,,TAM
TAP,Molson Coors Brewing  Company,Molson Coors Brewing  Company (TAP)
TASR,,TASR
TAST,"Carrols Restaurant Group, Inc.","Carrols Restaurant Group, Inc. (TAST)"
TAT,Transatlantic Petroleum Ltd,Transatlantic Petroleum Ltd (TAT)
TAX,,TAX
TAXI,,TAXI
TAYC,,TAYC
TBBK,"The Bancorp, Inc.","The Bancorp, Inc. (TBBK)"
TBI,"TrueBlue, Inc.","TrueBlue, Inc. (TBI)"
TBNK,Territorial Bancorp Inc.,Territorial Bancorp Inc. (TBNK)
TBPH,"Theravance Biopharma, Inc.","Theravance Biopharma, Inc. (TBPH)"
TCAP,,TCAP
TCB,,TCB
TCBI,"Texas Capital Bancshares, Inc.","Texas Capital Bancshares, Inc. (TCBI)"
TCBK,TriCo Bancshares,TriCo Bancshares (TCBK)
TCO,"Taubman Centers, Inc.","Taubman Centers, Inc. (TCO)"
TCPC,BlackRock TCP Capital Corp.,BlackRock TCP Capital Corp. (TCPC)
TCRD,"THL Credit, Inc.","THL Credit, Inc. (TCRD)"
TCS,Container Store (The),Container Store (The) (TCS)
TDC,Teradata Corporation,Teradata Corporation (TDC)
TDG,Transdigm Group Incorporated,Transdigm Group Incorporated (TDG)
TDS,"Telephone and Data Systems, Inc.","Telephone and Data Systems, Inc. (TDS)"
TDW,Tidewater Inc.,Tidewater Inc. (TDW)
TDY,Teledyne Technologies Incorporated,Teledyne Technologies Incorporated (TDY)
TE,,TE
TEAR,,TEAR
TECD,Tech Data Corporation,Tech Data Corporation (TECD)
TECH,Bio-Techne Corp,Bio-Techne Corp (TECH)
TECUA,,TECUA
TEG,,TEG
TEL,TE Connectivity Ltd.,TE Connectivity Ltd. (TEL)
TEN,Tenneco Inc.,Tenneco Inc. (TEN)
TER,"Teradyne, Inc.","Teradyne, Inc. (TER)"
TESO,,TESO
TESS,TESSCO Technologies Incorporated,TESSCO Technologies Incorporated (TESS)
TEX,Terex Corporation,Terex Corporation (TEX)
TFM,,TFM
TFSL,TFS Financial Corporation,TFS Financial Corporation (TFSL)
TFX,Teleflex Incorporated,Teleflex Incorporated (TFX)
TG,Tredegar Corporation,Tredegar Corporation (TG)
TGE,"Tallgrass Energy, LP","Tallgrass Energy, LP (TGE)"
TGH,Textainer Group Holdings Limited,Textainer Group Holdings Limited (TGH)
TGI,"Triumph Group, Inc.","Triumph Group, Inc. (TGI)"
TGNA,TEGNA Inc.,TEGNA Inc. (TGNA)
TGT,Target Corporation,Target Corporation (TGT)
TGTX,"TG Therapeutics, Inc.","TG Therapeutics, Inc. (TGTX)"
THC,Tenet Healthcare Corporation,Tenet Healthcare Corporation (THC)
THFF,First Financial Corporation Indiana,First Financial Corporation Indiana (THFF)
THG,"The Hanover Insurance Group, Inc.","The Hanover Insurance Group, Inc. (THG)"
THLD,,THLD
THO,"Thor Industries, Inc.","Thor Industries, Inc. (THO)"
THOR,,THOR
THR,"Thermon Group Holdings, Inc.","Thermon Group Holdings, Inc. (THR)"
THRM,Gentherm Inc,Gentherm Inc (THRM)
THRX,,THRX
THS,"Treehouse Foods, Inc.","Treehouse Foods, Inc. (THS)"
TIBX,,TIBX
TICC,,TICC
TIF,Tiffany & Co.,Tiffany & Co. (TIF)
TILE,"Interface, Inc.","Interface, Inc. (TILE)"
TIME,,TIME
TIPT,Tiptree Inc.,Tiptree Inc. (TIPT)
TIS,Orchids Paper Products Company,Orchids Paper Products Company (TIS)
TISI,"Team, Inc.","Team, Inc. (TISI)"
TITN,Titan Machinery Inc.,Titan Machinery Inc. (TITN)
TIVO,TiVo Corporation,TiVo Corporation (TIVO)
TJX,"TJX Companies, Inc. (The)","TJX Companies, Inc. (The) (TJX)"
TK,Teekay Corporation,Teekay Corporation (TK)
TKR,Timken Company (The),Timken Company (The) (TKR)
TLMR,,TLMR
TLYS,"Tilly's, Inc.","Tilly's, Inc. (TLYS)"
TMH,,TMH
TMHC,Taylor Morrison Home Corporation,Taylor Morrison Home Corporation (TMHC)
TMK,Torchmark Corporation,Torchmark Corporation (TMK)
TMO,Thermo Fisher Scientific Inc,Thermo Fisher Scientific Inc (TMO)
TMP,Tompkins Financial Corporation,Tompkins Financial Corporation (TMP)
TMUS,"T-Mobile US, Inc.","T-Mobile US, Inc. (TMUS)"
TNAV,"Telenav, Inc.","Telenav, Inc. (TNAV)"
TNC,Tennant Company,Tennant Company (TNC)
TNDM,"Tandem Diabetes Care, Inc.","Tandem Diabetes Care, Inc. (TNDM)"
TNET,"TriNet Group, Inc.","TriNet Group, Inc. (TNET)"
TNGO,,TNGO
TNK,Teekay Tankers Ltd.,Teekay Tankers Ltd. (TNK)
TOL,"Toll Brothers, Inc.","Toll Brothers, Inc. (TOL)"
TOWN,Towne Bank,Towne Bank (TOWN)
TOWR,"Tower International, Inc.","Tower International, Inc. (TOWR)"
TPC,Tutor Perini Corporation,Tutor Perini Corporation (TPC)
TPH,"TRI Pointe Group, Inc.","TRI Pointe Group, Inc. (TPH)"
TPLM,,TPLM
TPR,"Tapestry, Inc.","Tapestry, Inc. (TPR)"
TPRE,Third Point Reinsurance Ltd.,Third Point Reinsurance Ltd. (TPRE)
TPX,"Tempur Sealy International, Inc.","Tempur Sealy International, Inc. (TPX)"
TQNT,,TQNT
TR,"Tootsie Roll Industries, Inc.","Tootsie Roll Industries, Inc. (TR)"
TRAK,,TRAK
TRC,Tejon Ranch Co,Tejon Ranch Co (TRC)
TREC,Trecora Resources,Trecora Resources (TREC)
TREE,"LendingTree, Inc.","LendingTree, Inc. (TREE)"
TREX,"Trex Company, Inc.","Trex Company, Inc. (TREX)"
TRGP,"Targa Resources, Inc.","Targa Resources, Inc. (TRGP)"
TRGT,,TRGT
TRI,Thomson Reuters Corp,Thomson Reuters Corp (TRI)
TRIP,"TripAdvisor, Inc.","TripAdvisor, Inc. (TRIP)"
TRIV,,TRIV
TRK,"Speedway Motorsports, Inc.","Speedway Motorsports, Inc. (TRK)"
TRLA,,TRLA
TRMB,Trimble Inc.,Trimble Inc. (TRMB)
TRMK,Trustmark Corporation,Trustmark Corporation (TRMK)
TRMR,,TRMR
TRN,"Trinity Industries, Inc.","Trinity Industries, Inc. (TRN)"
TRNO,Terreno Realty Corporation,Terreno Realty Corporation (TRNO)
TRNX,,TRNX
TROW,"T. Rowe Price Group, Inc.","T. Rowe Price Group, Inc. (TROW)"
TROX,Tronox Limited,Tronox Limited (TROX)
TRR,,TRR
TRS,TriMas Corporation,TriMas Corporation (TRS)
TRST,TrustCo Bank Corp NY,TrustCo Bank Corp NY (TRST)
TRUE,"TrueCar, Inc.","TrueCar, Inc. (TRUE)"
TRV,"The Travelers Companies, Inc.","The Travelers Companies, Inc. (TRV)"
TRW,,TRW
TRXC,"TransEnterix, Inc.","TransEnterix, Inc. (TRXC)"
TSC,"TriState Capital Holdings, Inc.","TriState Capital Holdings, Inc. (TSC)"
TSCO,Tractor Supply Company,Tractor Supply Company (TSCO)
TSLA,"Tesla, Inc. ","Tesla, Inc.  (TSLA)"
TSN,"Tyson Foods, Inc.","Tyson Foods, Inc. (TSN)"
TSO,,TSO
TSRA,,TSRA
TSRE,,TSRE
TSRO,"TESARO, Inc.","TESARO, Inc. (TSRO)"
TSS,"Total System Services, Inc.","Total System Services, Inc. (TSS)"
TSYS,,TSYS
TTC,Toro Company (The),Toro Company (The) (TTC)
TTEC,"TTEC Holdings, Inc.","TTEC Holdings, Inc. (TTEC)"
TTEK,"Tetra Tech, Inc.","Tetra Tech, Inc. (TTEK)"
TTGT,"TechTarget, Inc.","TechTarget, Inc. (TTGT)"
TTI,"Tetra Technologies, Inc.","Tetra Technologies, Inc. (TTI)"
TTMI,"TTM Technologies, Inc.","TTM Technologies, Inc. (TTMI)"
TTPH,"Tetraphase Pharmaceuticals, Inc.","Tetraphase Pharmaceuticals, Inc. (TTPH)"
TTS,"Tile Shop Hldgs, Inc.","Tile Shop Hldgs, Inc. (TTS)"
TTWO,"Take-Two Interactive Software, Inc.","Take-Two Interactive Software, Inc. (TTWO)"
TUES,Tuesday Morning Corp.,Tuesday Morning Corp. (TUES)
TUMI,,TUMI
TUP,Tupperware Brands Corporation,Tupperware Brands Corporation (TUP)
TW,,TW
TWC,,TWC
TWER,,TWER
TWGP,,TWGP
TWI,"Titan International, Inc.","Titan International, Inc. (TWI)"
TWIN,"Twin Disc, Incorporated","Twin Disc, Incorporated (TWIN)"
TWMC,Trans World Entertainment Corp.,Trans World Entertainment Corp. (TWMC)
TWO,Two Harbors Investments Corp,Two Harbors Investments Corp (TWO)
TWOU,"2U, Inc.","2U, Inc. (TWOU)"
TWTC,,TWTC
TWTR,"Twitter, Inc.","Twitter, Inc. (TWTR)"
TWX,,TWX
TXI,,TXI
TXMD,"TherapeuticsMD, Inc.","TherapeuticsMD, Inc. (TXMD)"
TXN,Texas Instruments Incorporated,Texas Instruments Incorporated (TXN)
TXRH,"Texas Roadhouse, Inc.","Texas Roadhouse, Inc. (TXRH)"
TXT,Textron Inc.,Textron Inc. (TXT)
TXTR,,TXTR
